JobTitle,JobYear,JobLink,JobType,JobField,JobSource,JobDesc,JobLink_norm,FieldAlias,Count
"Antioch University, Los Angeles",2011,http://www.antiochla.edu/media/employment/MFA_Core_Faculty_CNF_Annc.pdf,Unknown,CreativeWriting,Wiki,"Job Announcement
""Antioch University, Los Angeles, is accepting applications for a full-time, renewable Core Faculty position in the MFA in Creative Writing Program. Primarily creative nonfiction, additional genre(s) welcome. MFA in Creative Writing and substantial publications (including at least one book) required.""
Deadline: Start reviewing resumes: November 15, 2010
Acknowledgment received:
Request for Additional Materials:
Rejection Letter:
Phone/MLA interview scheduled:
Campus interview scheduled:
Offer made:
Offer accepted:
NOTES AND QUERIES:
Q: Is this a TT job? Doesn't ""Full-time, renewable"" sound like yearly contracts?
A: Perhaps because it's a low-res program, though I don't see that noted.
A. This is a low-res program where you actually have to live in Los Angeles and conduct work on campus regularly.
A. The Core Faculty member should be living in southern california. Other faculty only need to be in LA during residency periods, and conduct the remainder of their work online. There is no tenure at Antioch LA.",http://www.antiochla.edu/media/employment/MFA_Core_Faculty_CNF_Annc.pdf,Creative Writing,1039
Northern Michigan University (Nonfiction),2011,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175481430,Unknown,CreativeWriting,Wiki,"The Department of English at Northern Michigan University invites applications for a tenure track position in creative writing: Nonfiction. MFA or PhD required. Expectations include publications, successful teaching experience at the college level, the ability to teach undergraduate and graduate workshops, and undergraduate composition and/or literature courses. In addition to nonfiction, a secondary area of emphasis is desirable. Other responsibilities include the direction of MA and MFA theses. Competitive salary, excellent benefits, congenial department.
To apply for this position, please submit a cover letter, curriculum vita, transcripts, the names, addresses and telephone numbers of three references to https://employme.nmu.edu. Applicant review will begin immediately.
Link
Deadline: The position will be posted until February 15, 2011.
Acknowledgment received:
Request for additional materials: 1/27 (email)
Rejection (no interview):
Phone interview scheduled: 2/14 (email)
Rejection (after phone interview):
Campus interview scheduled:2/22, scheduled for late March
Rejection (after campus interview): 2/21 (email)
Q: I didn't know they had already done campus interviews, only phone interviews. Am I wrong?
A: The rejection came after a phone interview. It may have come earlier than others; I asked for that courtesy, in order to respond to other concluding searches.
Q: Thanks for clarifying. I had a phone interview and received a rejection today, but it was awkwardly worded and not personalized (which is okay). Almost seemed like a form rejection--which is fine--but it was unclear since it stated that I wouldn't be ""interviewed for the position"" but I just had a phone interview. Would have helped if it said ""campus interview."" I'm scratching my noggin over that one.
A: I have no idea how you're supposed to handle a phone interview. I've had great success with in-person interviews, but phone interviews . . . none. What can you possibly say? Especially in a mere 15 minutes?
-- I've had the same experience. Phone interviews are much harder than in-person chats with the committee, precisely because you can't have a chat. My mistake was trying to have a conversation with the committee -- over the phone. It didn't work. I switched to lecture mode and got better results. I answered each question with a 5-minute mini-lecture, and curiously, interviews began to feel a lot smoother. I'm sure there are other approaches, probably better ones, and I'd love to hear from other people.
--I think it's a fine line between advertising yourself with that lecture mood and also trying to have a conversation. Keep in mind, these people will be your colleagues and vice versa--they want someone who fits into the department. And sometimes that means you won't fit, which is hard not to take personally. But a lot of factors go into that decision. And, just to clarify, I wasn't upset that I wasn't invited for a campus interview. I was just confused about the wording the email--I wasn't ""selected for an interview,"" but I would consider a phone interview just that! It was very confusing, especially since I thought the phone interview went swimmingly. But hey, who knows? It's all a crapshoot.
Offer made:
Offer accepted:offer has been made and accepted.
NOTES:",http://www.higheredjobs.com/faculty/details.cfm?JobCode=175481430,Creative Writing,1039
Old Dominion University,2011,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175474708,Unknown,CreativeWriting,Wiki,"Higher Ed Jobs link
The Department of English is accepting applications from accomplished Nonfiction writers for the Mina Hohenberg Darden Professorship in Creative Writing. The position is a continuing appointment to teach two classes or workshops at the graduate or undergraduate level; position is for one academic year with a possibility of renewal. Teaching experience at the college-level is required, along with a distinguished publishing record and a national reputation. Additional expertise in poetry a plus. The salary will be in the $45,000 - $50,000 range, no benefits. Please submit a cover letter, c.v., & three letters of recommendation to: Dr. Dana Heller, Chair of English, Old Dominion University, Norfolk VA 23529. Review of applicants will begin Nov. 22 and continue until the position is filled. Old Dominion University is an affirmative action, equal opportunity institution and requires compliance with the Immigration Reform and Control Act of 1986.
Application Information
Postal Address: Dr. Dana Heller, English Dept. Old Dominion University, 5000 Batten Arts & Letters Building, Norfolk, VA 23529
Deadline: 11/22/10
Acknowledgment received: 1 - arrived 12/4 by postal mail.
Request for additional materials:
Rejection (no interview):
MLA or phone interview scheduled:
Rejection (after MLA or phone interview):
Campus interview scheduled:
Rejection (after campus interview):
Offer made:
Offer accepted:
NOTES:",http://www.higheredjobs.com/faculty/details.cfm?JobCode=175474708,Creative Writing,1039
University of Louisville,2011,http://www.louisville.edu/jobs | mailto:sbgonz01@louisville.edu,Unknown,CreativeWriting,Wiki,"From MLA JIL (10/22):
Creative Nonfiction writers who have received their terminal degree within the last five years in Creative Writing are invited to apply for the Visiting Scholar in Creative Nonfiction position. The position aims to provide a recent graduate with time to further his or her work, to associate with a distinguished faculty, and to allow him or her to contribute to an active creative writing program. One Visiting Scholar will be appointed for the academic year 2011-2012. The visiting scholar will give one reading in the Axton reading series and will teach one course each semester. Of the two courses, one will be of the scholar’s design; the other will be an undergraduate creative nonfiction workshop. The visiting scholar will be expected to be in residence in Louisville during the year. The position will provide a stipend of $25,000 a year, housing support, and benefits. Candidates for the position should submit a letter of application; a current CV; a one-page proposal for an undergraduate course; a writing sample of no more than 25 pages; and at least three letters of recommendation. Applications must be postmarked by December 6, 2010. Mail applications to: Visiting Scholar in Creative Nonfiction, Paul Griner, Director of Creative Writing, Department of English, Bingham Humanities 315, University of Louisville, Louisville, Kentucky 40292. Candidates who have already published a book of creative nonfiction are not eligible. All applicants must also apply online at http://www.louisville.edu/jobs by Dec 6, 2010. The online application will be available beginning Oct 24, 2010. If you have trouble with the online application, please e-mail Steve Gonzales, sbgonz01@louisville.edu or phone 502 852-6801 . The University of Louisville is an Affirmative Action, Equal Opportunity, Americans with Disabilities Employer, committed to diversity and, in that spirit, seeks applicants from a broad variety of candidates.
Deadline: postmarked by December 6, 2010
Acknowledgment received:
Request for Additional Materials:
Rejection Letter:
Phone/MLA interview scheduled:
Campus interview scheduled:
Offer made:
Offer accepted: yes (per ""Offers"" below)
NOTES AND QUERIES:",http://www.louisville.edu/jobs | mailto:sbgonz01@louisville.edu,Creative Writing,1039
Utica College,2011,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175478588 | http://www.utica.edu/finance/hr/jobs.cfm?action=details&id=1491,Unknown,CreativeWriting,Wiki,"Two-year visiting assistant professor starting August 2011 with the possibility of renewal. Applicants should have expertise in creative nonfiction. The 4/4 course load will consist of two sections of freshman composition, one section of introduction to literature every semester, and a multi-genre beginning creative writing course and a course in creative nonfiction in alternating semesters. We are looking for an experienced and enthusiastic teacher, who can contribute to the College-wide emphasis on writing across the curriculum, and who can reach out to students and faculty in professional programs. Candidates must include a short writing sample. MFA or MA required; Ph.D. preferred. Interviews to be conducted at the AWP Conference on February 2-5, 2011 in Washington, D.C.
HigherEdJobs.com
College HR
Deadline: (from HR page): ""To ensure full consideration, please send information by January 15, 2011 to the appropriate contact person for each school listed below to Utica College, 1600 Burrstone Road, Utica, NY 13502-4892. However, we may continue to accept and review applications until the positions are filled.""
Acknowledgement:
Request for additional materials:
Rejection (no interview):
AWP or phone interview scheduled: AWP interview scheduled 1.19, x4
Rejection (after AWP or phone interview):
Campus interview scheduled: Visits scheduled for late February. (When were these scheduled, can I ask?)
Rejection (after campus interview):
Offer made:
Offer accepted:
NOTES:
""The 4/4 course load will consist of two sections of freshman composition, one section of introduction to literature every semester, and a multi-genre beginning creative writing course and a course in creative nonfiction in alternating semesters."" And yet they call this a ""creative nonfiction"" position?
When were the campus interviews scheduled?
A. Week of Feb. 7th",http://www.higheredjobs.com/faculty/details.cfm?JobCode=175478588 | http://www.utica.edu/finance/hr/jobs.cfm?action=details&id=1491,Creative Writing,1039
Deakin University (Australia),2011,https://www.deakin.edu.au/jobs | http://chronicle.com/jobs/0000652542-01/ | https://www.deakin.edu.au/jobs,Unknown,CreativeWriting,Wiki,"https://www.deakin.edu.au/jobs (Also see Chronicle of Higher Education)
Lecturer in Text-Literary Studies and Professional and Creative Writing
The appointee will be required to teach in the Text cluster comprising the disciplines of Literary Studies and Professional and Creative Writing, conduct research and publish in the area of Literary Studies and Professional and Creative Writing for the School of Communication and Creative Arts. The appointee will promote the School and maintain links and partnerships with relevant academic, industry and professional communities. The appointee will make an independent contribution through professional practice and expertise and contribute to the School's teaching, research, and program development.
For a full copy of the position description, and to apply online, please visit https://www.deakin.edu.au/jobs All applicants are encouraged to provide a separate statement addressing each key selection criteria in addition to providing a resume. Contact for further information: Professor David Marshall on +61 3 9244 6559 .
Deadline: November 14, 2010
Acknowledgment received:
Request for additional materials:
Rejection (no interview):
MLA or phone interview scheduled:
Rejection (after MLA or phone interview):
Campus interview scheduled:
Rejection (after campus interview):
Offer made:
Offer accepted:
NOTES:
This job might be better categorized under rhetoric/comp/business-writing & creative non-fiction, judging by the full description on Deakin's jobs page.
Q: Check out the salary posted on Deakin's website. It seems fairly high, though I don't know anything about the cost of living in Australia. If anyone out there has a sense of Melbourne's cost of living, please share what you know.
Is it listed in Australian dollars? Or does that even matter these days with the USD on the decline?
A: I looked into this: first, it's listed in Aussie dollars, but they are on par with USD. The cost of living in Melbourne is not particularly high. It seems to me an outstanding salary. Of course, it's more for professional writing, than for creative writing, sigh.",https://www.deakin.edu.au/jobs | http://chronicle.com/jobs/0000652542-01/ | https://www.deakin.edu.au/jobs,Creative Writing,1039
Gettysburg College,2011,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175480239,Unknown,CreativeWriting,Wiki,"DEPARTMENT OF ENGLISH - EMERGING WRITER LECTURER
One-year appointment, beginning August 2011, for a creative writer who plans a career that involves college-level teaching, to teach three courses per semester, including Introduction to Creative Writing and an advanced course in the writer's genre, as well as to assist with departmental writing activities. Mentorship for teaching and assistance in professional development provided. M.F.A. or Ph.D. with creative dissertation required. Teaching experience and literary magazine publications are essential. Competitive salary.
To apply, send letter of application, curriculum vitae, names of three references, and 10-page writing sample to: Emerging Writer Lectureship, Department of English, Campus Box 397, Gettysburg College, 300 N. Washington St., Gettysburg, PA 17325, postmarked by January 28, 2011. Electronic applications will not be accepted. Do not send entire monographs, books, etc.
LINK (HigherEdJobs)
Deadline: postmarked by January 28, 2011
Acknowledgment received: 1 - arrived 12/4 by postal mail. 2 - postal mail 1/31. 1 - arrived 2/4.
Request for additional materials:
Rejection (no interview): 1 -- mailed March 9
MLA or phone interview scheduled:
Rejection (after MLA or phone interview):
Campus interview scheduled:
Rejection (after campus interview):
Offer made:
Offer accepted:Offer made and accepted as per 4/10 rejection email
NOTES:",http://www.higheredjobs.com/faculty/details.cfm?JobCode=175480239,Creative Writing,1039
Gilman School,2011,,Unknown,CreativeWriting,Wiki,"From AWP job list
Tickner Writing Fellowship
Gilman School, an independent boys’ school in Baltimore, announces its search to award the Tickner Writing Fellowship to a writer in fiction, poetry, playwriting, or creative nonfiction. Responsibilities include teaching one senior elective in creative writing each semester, organizing a series of readings, advising the literary magazine, & working one-to-one with students in the Tickner Writing Center. Salary: $30,000, plus full benefits package. To apply: Send c.v., cover letter, three confidential letters of recommendation, & a writing sample consisting of either ten published poems or up to thirty pages of published prose to: Mr. Patrick Hastings, Director of the Tickner Writing Center, Gilman School, 5407 Roland Ave., Baltimore, MD 21210. Firm deadline for receipt of all materials in hard copy is January 7, 2011. (AWP)
Deadline: January 7, 2011
Acknowledgment received: 1/13 email (form acknowledgment--on campus interviews scheduled end of feb)
Request for additional materials:
Rejection (no interview):
MLA or phone interview scheduled:
Rejection (after MLA or phone interview):
Campus interview scheduled: 1
Rejection (after campus interview):
Offer made:
Offer accepted: yes, John Brandon
NOTES:",,Creative Writing,1039
Grand Valley State University,2011,https://www.gvsujobs.org/applicants/jsp/shared/frameset/Frameset.jsp?time=1285595275180,Unknown,CreativeWriting,Wiki,"Link to University Jobs Site
""M.F.A or Ph.D. or terminal degree is required by time of employment. ABD with a completion date of December 31, 2011 may be considered for hire at the Instructor level. Candidates are required to have the preparation and experience to teach our multi-genre introductory creative writing class, specialty open. We are especially interested in those with demonstrated preparation in commercial nonfiction.""
Deadline: Review of applications will begin November 2, 2010 and continue until the position is filled.
Acknowledgment received:
Request for additional materials: 11/17
Rejection (no interview):
MLA or phone interview scheduled: MLA interview scheduled on December 3.
Rejection (after MLA or phone interview):
Campus interview scheduled: 3 candidates - date?
Rejection (after campus interview):
Offer made:
Offer accepted: yes (see ""Fiction Offers"" below)
NOTES:",https://www.gvsujobs.org/applicants/jsp/shared/frameset/Frameset.jsp?time=1285595275180,Creative Writing,1039
Mercy College (NY),2011,https://jobs.mercy.edu/,Unknown,CreativeWriting,Wiki,"Candidates must possess a background in Creative Writing to teach in our new undergraduate writing option. Applicants should also have experience in teaching at all levels of the composition sequence and a successful record of publication. Successful candidates must hold a Ph.D. in English Literature. Electronic applications are required and must include a cover letter responsive to the specific faculty position announcement, CV, and the names and contact information of at least three references. Please submit the above documentation online at https://jobs.mercy.edu/ (Posting Number: 0800263)
Deadline: Review of applications will begin on December 10, 2010 and continue until the positions are filled.
Acknowledgment received:
Request for additional materials:
Rejection (no interview): 2/18
MLA or phone interview scheduled: 1/31 (phone), 2/17 (phone)
Rejection (after MLA or phone interview):
Campus interview scheduled: know someone who had a campus interview here in early May.
Rejection (after campus interview):
Offer made:
Offer accepted:
NOTES:
Has anyone heard anything post campus visits?",https://jobs.mercy.edu/,Creative Writing,1039
Otis College of Art and Design (CA),2011,http://www.otis.edu/academics/graduate_writing/index.html,Unknown,CreativeWriting,Wiki,"From AWP's Joblist
Assistant Chair
Otis College of Art & Design. Otis College of Art & Design is accepting applications for a full-time Assistant Chair of its Graduate Writing program, who will also direct the college’s undergraduate creative writing minor. Both poets & fiction writers are encouraged to apply. Otis’ ten-year-old MFA in Writing is a full-residence program with emphases on international literature & independent publishing, situated within a dynamic art school environment. For more information about the program, visit our website at gw.otis.edu. Applicants must have published at least two books (or one book & a significant amount of periodical publication), & have established a record of teaching excellence. Please submit a letter of interest, c.v., & a list of references by December 31, 2010, to: Paul Vangelisti, Chair, Graduate Writing, Otis College of Art & Design, 9045 Lincoln Blvd., Los Angeles, CA 90045. Anticipated starting date is July 1, 2011. (AWP)
Deadline: December 31, 2010
Acknowledgment received:
Request for additional materials:
Rejection (no interview):
MLA or phone interview scheduled:
Rejection (after MLA or phone interview):
Campus interview scheduled:
Rejection (after campus interview):
Offer made:
Offer accepted:
NOTES:
Q: So is this outside tenure track? Seems like perhaps an administrative position?",http://www.otis.edu/academics/graduate_writing/index.html,Creative Writing,1039
Rutgers-Newark University,2011,,Unknown,CreativeWriting,Wiki,"From AWP joblist
Rutgers-Newark University. The Department of English & the Rutgers Newark MFA Program at Rutgers, the State University of New Jersey in Newark, invite applications from distinguished Poets & from distinguished Fiction writers for an (MFA) assistant, associate, or professor position (dependent upon qualifications) to begin July 1, 2011. MFA or PhD required. Candidates should have a strong national reputation as a novelist and/or short story writer, at least two well–received books & substantial publication record, & extensive teaching experience. Additional expertise in areas such as nonfiction or memoir preferred. We seek an excellent, committed teacher who has made & will continue to make important contributions to contemporary literature, & who shows interest in our diverse, uniquely structured program & extensive community outreach (see www.mfa.newark.rutgers.edu.) Duties include teaching fiction or poetry workshops & graduate or undergraduate lit courses, directing graduate theses, & advising graduate students in fiction, poetry, & related topics. Candidates should send letter of application, writing sample (published books with SASE acceptable), c.v., & three letters of recommendation to: Jayne Anne Phillips, Co-Chair, Search Committee, Rutgers Newark MFA Program, c/o English Dept. 501 Hill Hall, Rutgers Newark University, 360 Dr. MLK. Jr. Blvd, Newark, NJ, 07102. Review of applications will begin November 15, 2010. Women & minorities are encouraged to apply.
Deadline: Nov. 15, 2010
Acknowledgment received: none?
Request for additional materials:
Rejection (no interview): 12/12
MLA or phone interview scheduled: None? Reason for delay?
Rejection (after MLA or phone interview): 02/28
Campus interview scheduled: I heard it from someone who heard it from someone that they invited people to campus.
Rejection (after campus interview):
Offer made: I heard thru gravepine they were planning to hire two people.
Offer accepted:
NOTES:",,Creative Writing,1039
POETRY JOB OFFERS,2011,http://submitit.blogspot.com/2011/04/missions-accomplished.html,Unknown,CreativeWriting,Wiki,"Please do not post names unless verified & accurate; negotiation periods can be sensitive for obvious reasons.
Beloit College VAP: Rebecca Hazelton (MFA, PhD)
Bethany College: Jessie Janeshek (MFA, PhD, 1 book of poems and 1 edited anthology)
Bowling Green State U: Jennifer Chang (MFA, Ph.D, 1 book)
Brown: Cole Swensen
California Lutheran University:
Cal State San Bernadino: Chad Sweeney (MFA, 4 books (3 out 1 forthcoming, + bk translation and edited anthology))
Colorado State University-Pueblo: Iver Arnegard (PhD)
Columbia College Chicago: Michael Robins (MFA, 2 books)
Columbia College Chicago, Emerging Poet in Residence: offer accepted: CM Burroughs
Drake University Poetry VAP: Jonterri Gadson (link )
East Carolina (cancelled/funding)
Eastern Michigan University VL:
Emory Creative Writing Fellowship: Have chosen fellows for both poetry and fiction
Georgetown College: Adam Clay (Ph.D, MFA, 2 bks (1 out 1 forthcoming))
Hobart & Wm. Smith: Kathryn Cowles (Ph.D., 1 book)
Georgia Southern:Emma Bolden (MFA; sev. chapbooks; no book yet)
Middlebury: Karin Gottshall (MFA, 1 book, already taught/worked at Middlebury)
Oklahoma State: offer accepted: ?
Portland State: John Beer
Rhodes--no offered made/search stopped Visiting Post now Officially Insane
Rutgers-Newark: Brenda Shaughnessy (MFA, 2 books)
Shippensburg: Zach Savich (MFAs, UMass & Iowa; 3 books)
Taylor: offer accepted: ?
Temple: Brian Teare (MFA, 3 books)
Tufts: offer accepted: Katie Peterson
University of Arizona: Joshua Marie Wilkinson (MFA, PhD, MA in film studies, 5 books, 2 edited collections, 1 film w/major distributor)
U of Arkansas, Little Rock: Nickole Brown (MFA, 1 book)
UC San Diego: Ben Doller (MFA, 3 books, editor)
UC Santa Cruz, VAP: Ronaldo V. Wilson (Phd, MA, 2 Books)
U of Cincinnati: Danielle Cadena Deulen
U of Hawaii, Manoa: Craig Perez Santos (2 books)
U of Idaho: Alexandra Teague (MFA, 1 book)
University of Minnesota: Peter Campion (MA, 2 books)
University of Illinois, Chicago: Roger Reeves (Ph.D; no books, but significant pubs)
University of Nebraska, Lincoln: Kwame Dawes (PH.D, 20+books)
University of Southern Mississippi (VAP): Michael Robbins (PhD, 1 book)
University of Virginia: Paul Guest (MFA, 4 bks of poems, 1 memoir)
Wichita State: Sam Taylor (MFA, 1 Book) 
Wisconsin Institute for Creative Writing Fellows in poetry, fiction, and playwriting: Fellows have been annouced.
Worcester State University: offer made 3/30:?
Late-posting/no Offers yet:: 2. Central Missouri * 
VISITING/Contractual jobs w/o (known) offers: Rhodes, Loyola Chicago
QUESTION for New Hires: What salary are you being given? What were you originally offered?
A: If you are interested in salary information, there is a separate page for that: English Lit Salaries 2011-2012.
I appreciate this link, but since nothing on English Lit Salaries is specific to Creative Writers or Poets, and since the job markets can be slightly different, I think it would still be useful to discuss creative writing salaries, whether here or elsewhere.
A: Okay, I think Q&A section below would be the best place for that inquiry. Section on Creative Writing Salaries added.
Note to ""why be shy"" poster: One reason to be shy is because some job candidates already teach elsewhere, but haven't gotten tenure yet, and don't want to alienate their current department, in case the newer position doesn't pan out & they have to stay (which happens for many reasons: salary, spousal hire, courseload, tenure clock, etc.) This really does seem obvious (even to me, though I'm jobless), so my question is: why be a pest? Who appointed you town nag? The information that's here—job postings, rundowns of the avg. qualifications to get a job, info about cover letter length etc.—is pretty helpful. So if you can't avoid clogging up the page with your frustrations, consider moving your clogs to the Q &A section...then try inserting a handy sideways box....
OP: Easy there tiger... no one's meaning to offend anyone! Your point about not wanting to alienate other co-workers is well-taken. The world is just curious to know which lucky, talented people rise to the top for good jobs. Please take your frustrations out on some other horse.
NP: Yes but (in response to the above) isn't this Wiki intended to help rather than harm candidates, potential candidates, students, colleagues, and the like? If someone isn't ready or willing for her name to be publicized for all the aforementioned obvious reasons (and others not yet mentioned), I think it's fair to respect that. Word gets out eventually, for those curious/interested, but information sensitivity is probably most important for those directly affected.",http://submitit.blogspot.com/2011/04/missions-accomplished.html,Creative Writing,1039
NONFICTION JOB OFFERS,2011,,Unknown,CreativeWriting,Wiki,"Allegheney College: offer made and accepted (as per March 20th rejection letter)
Fairfield University, Non-Fiction, offer made and accepted
Francis Marion University, Non-Fiction, offer accepted 1/24 (per Rhetoric/Composition 2011)
Northern Michigan University, offer made and accepted:
Trinity University, Non-Fiction, offer made and accepted:
University of Louisville, offer made and accepted (Cutter Wood)
University of Pittsburgh: offer accepted: Peter Trachtenberg (4 books?), Michael Meyer (1 book)
University of Wisconsin-Eau Claire: Offer accepted: BJ Hollars (MFA University of Alabama, NF Book in Press, Editor of 2 Anthologies, over 50 additional pubs)
Question: Why are the nonfiction folks so dang quiet? Aren't we supposed to report facts? I know Allegheny and many others have made offers. Any one with news out there?",,Creative Writing,1039
OPEN JOB OFFERS,2011,,Unknown,CreativeWriting,Wiki,"Belmont University, Gary McDowell (MFA, PhD, 1 book, 1 edited anthology)
Dickinson State University, Peter Grimes (MFA--U of Florida, PhD--U of Cincinnati)
Dixie State College, offer made and accepted (per 7/14 notice):
Framingham State University, offer made and accepted (per 4/1 rejection notice): Sam Witt (MFA, 2 books)
Gettysburg College, offer made and accepted (per 4/10 notice): Keetje Kuipers (MFA, 1 book)
Manhattanville College, offer made and declined
Stephen F. Austin State University: Jen McClanaghan (MFA, Ph.D)
University of Illinois-Springfield: Meagan Cass (MFA, Ph.D)
University of Puget Sound: Suzanne Warren (PhD, MFA)
University of Tampa, offer made and declined
University of New Haven, offer made (as per 4/14 email)
University of St. Francis (IN): Weston Cutter (MFA, 1 book)
University of South Dakota, offer made and accepted (per 4/22 notice):
University of Washington-Tacoma: Tony Tost (MFA, Ph.D., 2 poetry books, 1 non-fiction)",,Creative Writing,1039
Campus Visits / Poetry,2011,,Unknown,CreativeWriting,Wiki,"[Please alphabetize all entries]
Bowling Green State U: scheduled 12/19 (4 candidates)
Brown University (4 candidates)
California State University, San Bernardino, scheduled 1/15
Georgia Southern: scheduled 12/23 (4 candidates)
Hobart & William Smith: scheduled 2/2
Rhodes College: scheduled 1/14
Temple 1/16 (4 candidates)
University of Idaho: scheduled 12/18 (3 candidates)
University of Illinois, Chicago: scheduled 1/12 (4 candidates)
University of Illinois, Springfield: 1/24
University of Minnesota, Twin Cities, scheduled 1/20
Wichita State, scheduled 03/02",,Creative Writing,1039
Campus Visits - Fiction,2011,,Unknown,CreativeWriting,Wiki,"[Please alphabetize all entries]
Bridgewater State, scheduled 11/29 (for visit week of Dec. 6)
Bucknell, scheduled 1/12
College of Wooster, OH, 1/27
East Tennessee State University, 03/10 (for lat march)
Fordham University
George Fox, 2/7
Indiana University
Marymount Manhattan 1/30
New Mexico State, scheduled 2/5
Roosevelt University, scheduled 1/17
Saint Joseph's University, scheduled 2/6 (2)
Tulane University, scheduled for late January, 3 candidates invited to campus
University of Central Florida, late February and early March
University of Cincinnati, four campus interviews scheduled as of 1/16.
University of Oregon, scheduled 12/16
University of Tampa, February and March
University of Wisconsin, Whitewater, March
Washington University in St. Louis
West Virginia University, weeks surrounding AWP",,Creative Writing,1039
Campus Visits - Non-Fiction,2011,,Unknown,CreativeWriting,Wiki,"Allegheny College, 1/19 for early Feb.
Fairfield University, campus visits occured prior to 12/15
Guilford College, campus visits scheduled mid-January
Northern Michigan, scheduled 2/22 for mid-March
University of Wisconsin, Eau Claire
University of Pittsburgh, 3 candidates invited to campus.
Utica College, campus visits scheduled for late Feb.",,Creative Writing,1039
Campus Visits - Open,2011,,Unknown,CreativeWriting,Wiki,"[Please alphabetize all entries]
Dickinson State University
Florida State
Grand Valley State, 3 candidates
Rutgers-Newark University
Stephen Austin State University
University of Illinois, Springfield (see above, under ""Poetry"")
University of South Alabama",,Creative Writing,1039
AWP Interviews/Poetry,2011,,Unknown,CreativeWriting,Wiki,"[Please alphabetize all entries]
Portland State: scheduled 1/11
Shippensburg University of Pennsylvania: scheduled 12/23
University of Arkansas scheduled 1/13
University of Virginia: scheduled 1/6
Wichita State University: scheduled 1/28",,Creative Writing,1039
AWP Interviews - Fiction,2011,,Unknown,CreativeWriting,Wiki,"[Please alphabetize all entries]
Grinnell College, 1/18
Portland State, 1/7
New Mexico State, 1/26
New School, 1/3
Saint Joseph's University, 1/10
University of Central Florida, 12/16
University of Nevada, Las Vegas, 12/21
University of Maine, 12/9",,Creative Writing,1039
AWP Interviews - Non-Fiction,2011,,Unknown,CreativeWriting,Wiki,"University of Central Florida (Instructor), scheduled 12/28
University of Memphis, scheduled for 2/4
Utica College, scheduled 1/19",,Creative Writing,1039
